行眠立盹 坏人心术 销神流志 凶喘肤汗 心慵意懒
倾家竭产 百计千方 千方百计 无施不可 竭忠尽智
事不宜迟 敌不可纵 刻不容松 罪不可逭 情不可却
一扫而光 宿弊一清 洞察一切 一扫而空 干净利索
反经合义 誓死不渝 永矢弗谖 远垂不朽 始终不懈
败德辱行 违天悖人 坏法乱纪 违条犯法 屈节辱命
不屑教诲 胡说八道 事与原违 不足为法 不足介意
水底纳瓜 屯毛不辨 跳到黄河洗不清 一牛九锁 令人莫测
忠肝义胆 言必信，行必果 笃信好学 忠贞不渝 毅然决然
通幽洞灵 通幽洞冥 通元识微 融汇贯通 融会通浃
满腔热枕 热情洋溢 满腔热忱 感人肺腑 感慨激昂
骄侈暴佚 骄佚奢淫 骄泰淫泆 骄侈淫虐 骄奢淫泆
风驰雨骤 魆风骤雨 疾风迅雷 翻江倒海 急风骤雨
痛剿穷迫 革奸铲暴 剗恶锄奸 刬恶锄奸 以绝后患
月盈则食 盈则必亏 日中则昃，月满则亏 月晕知风，础润知雨 月晕而风，础润而雨
形迹可疑 惹是招非 忧国忧民 心事重重 人言啧啧
齐王舍牛 下车泣罪 视民如子 宵鱼垂化 尊主泽民
急人之难 急人之困 匍匐之救 将心比心 八方支持
万古留芳 万古流芳 芬芳馥郁 流芳百世 兰桂齐芳
小不忍则乱大谋 因小失大 猿穴坏山 顾小失大 为小失大
郢匠挥斤 成风尽垩 神至之笔 神乎其技 龙翰凤翼
区闻陬见 寒腹短识 学疏才浅 寡见鲜闻 束教管闻
怫然作色 忿然作色 哭丧着脸 雷嗔电怒 横眉冷眼
扬长而去 抛乡离井 逾墙越舍 游必有方 横行直撞
朴素无华 简要不烦 朴实无华 公正不阿 不落俗套
智勇兼全 智勇双全 有胆有识 谋臣猛将 宏才大略
堂皇正大 公正不阿 烂漫天真 公正廉洁 允执厥中
危言核论 危言覈论 直言正论 谠言嘉论 笃论高言
破旧立新 铸新淘旧 涤秽布新 竭忠尽智 倾家竭产
呕心镂骨 研精毕智 搜索肾胃 衡虑困心 抵死漫生
弃之敝屣 焚巢荡穴 焚巢捣穴 遗名去利 尽付东流
来世不可待 舍生忘死 不吝指教 明人不做暗事 无妄之福
面若死灰 苍白无力 枯木死灰 色如死灰 心灰意败
杯酒言欢 欢聚一堂 载笑载言 和睦相处 义结金兰
头晕眼花 头昏眼花 头昏眼晕 头晕目眩 目眩头晕
狡焉思启 篡党夺权 敌国外患 里通外国 奸淫掳掠
一去不复返 忍无可忍 智穷才尽 当面错过 此风不可长
卓立鸡群 鹤立鸡群 鸾鹄停峙 独鹤鸡群 击楫中流
烂漫天真 烂熳天真 一尘不到 秋月寒江 冰肌雪肠
深信不疑 直认不讳 十全十美 不爽毫发 巨细无遗
运筹决算 运筹演谋 运筹画策 运策决机 运筹建策
耳闻目睹 目睹耳闻 闻风而起 有闻必录 百闻不如一见
断蛟刺虎 铮铮铁汉 允文允武 龙骧虎啸 铜浇铁铸
一去不复返 忍无可忍 不在其位，不谋其政 默不作声 一言不发
流血千里 尸横遍野 血债累累 七死八活 血流成河
玩忽职守 搀前落后 言而不信 不足为法 不屑教诲
沓来麕至 沓来踵至 麇至沓来 旁逸横出 纷纭杂沓
嫁祸于人 推三阻四 忘恩背义 忘恩失义 负义忘恩
择地而蹈 慎重其事 有板有眼 三人行，必有我师 举步生风
沛雨甘霖 沐雨经霜 水泄不漏 雨淋日晒 瓢泼大雨
谛分审布 毫分缕析 沉思熟虑 深思熟虑 有根有苗
高谈大论 望风捕影 奇想天开 捉风捕影 捉风捕月
丰富多彩 人文荟萃 千汇万状 博学多才 多才多艺
低头丧气 面若死灰 没精打彩 垂头铩羽 垂头塌翅
拾陈蹈故 淫辞邪说 文过其实 坏法乱纪 败德辱行
说三道四 高谈大论 信口胡言 咒天骂地 多嘴献浅
礼让为国 安国宁家 济世安民 一谦四益 兴利除害
为裘为箕 箕引裘随 克绍箕裘 属毛离里 良弓无改
不乏先例 事出有因 时移势迁 有增无已 千变万状
倒三颠四 昏昏沉沉 如醉如梦 颠颠倒倒 昏迷不醒
错落不齐 破烂不堪 破烂流丢 四分五裂 茫无端绪
奸淫掳掠 奸掳烧杀 谋财害命 夺人所好 篡党夺权
胡说八道 胡猜乱想 查无实据 妄谈祸福 不屑教诲
滚瓜流水 噀玉喷珠 灵牙利齿 言语妙天下 能说惯道
卧雪眠霜 眠霜卧雪 折胶堕指 寒风侵肌 冰天雪窑
嘁嘁喳喳 避瓜防李 置之脑后 避李嫌瓜 溜之大吉
陷于缧绁 陷身囹圄 铁狱铜笼 锒铛入狱 画地刻木
急痛攻心 捶胸跌脚 捶胸跌足 捶胸顿脚 殊深轸念
矫情饰诈 欺人自欺 欺大压小 撒诈捣虚 昧地瞒天
活剥生吞 做张做智 做张做致 生吞活剥 造作矫揉
真相毕露 热情洋溢 运用自如 洞察一切 情见于色
出处殊途 迥乎不同 轻重倒置 表里不一 能不称官
不护细行 不屑教诲 逐末忘本 文弛武玩 顾头不顾尾
东游西荡 饱食终日 坐享其功 日饮亡何 酒后茶余
缩衣节食 缩衣啬食 缩衣节口 节衣缩食 熬肠刮肚
创剧痛深 伤筋动骨 创钜痛仍 刺心裂肝 七损八伤
铁狱铜笼 噤口卷舌 噤口捲舌 蛛网尘封 碌碌寡合
因陋就寡 侈纵偷苟 不矜细行 卑卑不足道 卑不足道
无所畏忌 无忧无虑 于心无愧 无际可寻 无所忌讳
匡谬正俗 引过自责 知过能改 习非成是 救偏补弊
朱弦三叹 吹叶嚼蕊 凤吟鸾吹 鸾鸣凤奏 聊备一格
局天扣地 怆然涕下 黯然伤神 额蹙心痛 椎天抢地
和蔼可亲 和蔼近人 心慈面软 言和意顺 平易近民
改口沓舌 顿口无言 张口结舌 绝其本根 金舌弊口
铁板铜弦 徜徉恣肆 倒峡泻河 龙章秀骨 龙飞虎跳
逐影吠声 说三道四 寻风捉影 东闯西走 流言混话
心神不宁 摇摇摆摆 失张失致 失张失志 七上八落
长生不死 贼心不死 见危授命 慷慨捐生 忍苦耐劳
无所用之 无所依归 无所施其技 一无所长 救过不赡
各自为战 厕身其间 身操井臼 亲操井臼 身当矢石
深闭固距 以杀去杀 以杀止杀 闭门自守 恪守不渝
三头两绪 迷离扑朔 令人莫测 喉长气短 作舍道旁
终成泡影 白手空拳 赤手空拳 手无寸刃 身无寸铁
流光易逝 骐骥过隙 汲汲皇皇 窗间过马 驽箭离弦
贩夫皂隶 贩夫皁隶 狐鼠之徒 泥猪疥狗 不轨之徒
瑶林琼树 教一识百 兰质蕙心 冰雪聪明 臂有四肘
拂袖而归 投袂而起 投袂荷戈 赌咒发誓 袒臂挥拳
钻火得冰 一手托天 压雪求油 煎水作冰 一牛九锁
形色仓皇 张眉张眼 张慌失措 惊惶失色 惊慌失色
不露形色 不容置喙 不吝指教 事不过三 博弈犹贤
安邦定国 定国安邦 多难兴邦 兴邦立国 礼仪之邦
狗屁不通 辞不达义 言不顾行 没查没利 秕言谬说
鼻端生火 雷奔云谲 断决如流 马龙车水 渊涌风厉
各为其主 公私兼顾 各取所需 分工合作 井井有序
贫贱之交 振穷恤贫 赈贫贷乏 戴笠故交 济苦怜贫
人尽其才 匹夫有责 人所共知 家见户说 色色俱全
倾家竭产 倾家破产 尽多尽少 竭忠尽智 尽人皆知
强自取柱 齿弊舌存 强自取折 朝攀暮折 蠹众木折
十光五色 五色缤纷 花攒锦簇 百紫千红 霞蔚云蒸
惟妙惟肖 假门假事 信而有证 丁一确二 运用自如
言之有序 心巧嘴乖 利齿能牙 词严义密 出言有章
纷纷不一 不计其数 不可胜记 不可胜纪 所费不赀
叩心泣血 泣血捶膺 痛心伤臆 痛贯心膂 凄入肝脾
相女配夫 男婚女嫁 男婚女聘 东床坦腹 东床择对
逸韵高致 雅人韵士 肥遯鸣高 典则俊雅 清微淡远
禀性难移 一知半解 人心隔肚皮 焦心热中 难以为继
洞心骇耳 危言竦论 洞心骇目 魂惊魄惕 夸大其辞
众所周知 人所共知 众所共知 在人耳目 家见户说
敬老慈少 敬老慈穉 惜老怜贫 怜贫惜老 敬老尊贤
猛志常在 铜围铁马 一脚不移 铁壁铜墙 银山铁壁
公平交易 公买公卖 正直无邪 公明正大 公正廉明
词严义密 正色敢言 正色厉声 词正理直 笃而论之
桂酒椒浆 仙液琼浆 一心同归 齐名并价 同功一体
乐善不倦 百折不移 不改其乐 贼心不死 勇往直前
无所回避 博弈犹贤 去甚去泰 不自满假 食不兼味
私相授受 褒贬与夺 面授机宜 不无小补 不吝赐教
删华就素 损上益下 精兵简政 降心顺俗 弃易求难
万流景仰 众口交赞 深得人心 时望所归 以德服人
魂摇魄乱 眩视惑听 悬而未决 累教不改 禀性难移
人情世故 执两用中 看人行事 习俗移性 贵贱无常
愁肠殢酒 愁长殢酒 酒病花愁 红愁绿惨 积忧成疾
负衡据鼎 攀高结贵 帮闲钻懒 夤缘攀附 攀高接贵
云交雨合 不期而遇 目知眼见 恭逢其盛 适逢其时
铁肠石心 严气正性 埋轮破柱 桀骜不逊 随方就圆
朝不及夕 千钧一发 烧眉之急 十万火急 机不容发
强文浉醋 乔文假醋 强文假醋 架谎凿空 乘伪行诈
著书立说 着书立说 一家之作 据理力争 以人为镜
面若死灰 色如死灰 面如土色 低头耷脑 苍白无力
追欢取乐 燕安醙毒 怡情理性 吃喝玩乐 朝歌暮弦
言颠语倒 顿口无言 唠唠叨叨 言高语低 神情恍惚
恶语伤人 打人骂狗 痛诬丑诋 横冲直撞 倚势凌人
按名责实 乌有先生 名副其实 尊姓大名 随物赋形
发财致富 高官尊爵 武爵武任 富贵显荣 重望高名
智均力敌 铢两相称 权均力敌 权均力齐 平起平坐
拙贝罗香 怀金垂紫 以紫为朱 异香扑鼻 纡佩金紫
打小算盘 斤斤自守 争长竞短 搬斤播两 拾掇无遗
事出有因 临危受命 相忍为国 国难当头 扶危救困
倒置干戈 来好息师 休牛散马 休牛归马 杜门自守
麦丘之祝 口耳相传 上情下达 出词吐气 口角风情
父严子孝 公平无私 公正无私 正直无私 策无遗算
地瘠民贫 民困国贫 身无分文 民穷财匮 民穷财尽
昏昏噩噩 不识庐山真面目 沉迷不悟 眼内无珠 浑然无知
弄虚作假 瞒上欺下 欺大压小 欺世盗名 党邪陷正
傻头傻脑 騣童钝夫 畏影恶迹 木头木脑 愚不可及
义气相投 可心如意 惬心贵当 言和意顺 情投谊合
远见卓识 宽大为怀 恢宏大度 豪情壮志 宏图大志
登坛拜将 秉钧持轴 韩信将兵，多多益善 一方之任 行兵布阵
响答影随 八方呼应 彼倡此和 声应气求 声求气应
诗礼之训 过庭之训 父为子隐 良弓无改 诗庭之训
众所周知 人之常情 天下兴亡，匹夫有责 一座皆惊 人情之常
俭故能广 肥甘轻暖 优游岁月 物殷俗阜 家道从容
玩忽职守 哗众取宠 擅作威福 营私作弊 违条犯法
反复推敲 巴前算后 熟思审处 深思熟虑 熟读深思
乐极悲生 乐极生悲 乐极则悲 触目崩心 乐往哀来
销魂夺魄 悠悠忽忽 梦想颠倒 梦魂颠倒 失魂荡魄
救难解危 扶危救困 持危扶颠 救困扶危 求亲告友
语焉不详 潜踪匿影 藏巧于拙 潜踪隐迹 露马脚
恶不去善 大言不惭 不落俗套 一诺无辞 无愧衾影
甄心动惧 谨本详始 谨行俭用 从长计议 去甚去泰
三言讹虎 三人成虎 三夫成市虎 虎不食儿 刀俎余生
萎糜不振 没精打彩 槁形灰心 萎靡不振 灰心槁形
杜口无言 秘而不露 不言不语 原封未动 闭口不言
心孤意怯 软弱无力 知小谋大 财匮力绌 灰心丧意
月明千里 莼鲈之思 临风对月 抚今悼昔 寸心千古
乘利席胜 炫奇争胜 评功摆好 反败为胜 才夸八斗
发财致富 富贵显荣 堆金迭玉 堆金叠玉 富商大贾
不露形色 偃革尚文 以杀去杀 以杀止杀 不容置喙
侈人观听 耳听心受 所见所闻 昭聋发聩 豁人耳目
风雨共舟 通忧共患 一心同功 语重心长 同垂不朽
噤口卷舌 噤口捲舌 闭口不言 缄口无言 秘而不露
东奔西走 东奔西跑 东投西窜 东驰西骋 东跑西颠
相因相生 相生相成 相得益章 相克相济 教学相长
仓皇失措 张皇失措 七慌八乱 丢魂丧胆 七上八下
官止神行 豁然确斯 灼见真知 洗眉刷目 历历可考
省烦从简 以简驭繁 干脆利落 例直禁简 简要不烦
振奋人心 勃然奋励 奋发蹈厉 慷慨激扬 奋笔疾书
瞠目而视 语笑喧哗 笑不可仰 直眉睖眼 弯腰捧腹
餐风宿雨 餐风咽露 餐风饮露 餐风宿露 餐风宿草
超群拔类 排除万难 人众胜天 超群越辈 逸群之才
亡魂丧魄 踨蹐不安 三魂出窍 捻神捻鬼 七上八落
公正廉明 井井有法 公明正大 道高德重 忍苦耐劳
各执己见 安贫守道 忍苦耐劳 抱柱之信 始终不懈
桀骜不驯 桀敖不驯 桀傲不恭 桀傲不驯 桀骜不恭
鸾俦凤侣 凤友鸾谐 鸳俦凤侣 琴瑟之好 一床两好
一差二错 一差二误 一差两讹 百密一疏 忙中有失
量小力微 一个半个 小国寡民 铢两分寸 一些半些
餐风茹雪 餐风啮雪 宿水餐风 餐风饮露 餐风宿雨
逸闻趣事 逸闻琐事 逸闻轶事 潜德隐行 藏巧于拙
悦目赏心 好天良夜 良辰媚景 良时美景 爽心悦目
东踅西倒 寸步难移 寸步难行 步履维艰 牵牛下井
事出有因 有凭有据 不乏先例 有利有弊 渊源有自来
层出迭见 层出叠见 层见错出 三番五次 三翻四复
贞高绝俗 逸群之才 远见卓识 岳岳磊磊 重望高名
腾腾兀兀 魂颠梦倒 神迷意夺 梦想颠倒 梦魂颠倒
不紧不慢 平心定气 稳坐钓鱼船 好声好气 柔心弱骨
移风振俗 救难解危 励精更始 救时厉俗 激薄停浇
龙翰凤翼 龙翰凤雏 逸群之才 雄材大略 东南竹箭
独到之处 别具只眼 独具只眼 独有千秋 领异标新
拏风跃云 腾达飞黄 龙骧虎啸 龙神马壮 凤雏麟子
风行水上 来去分明 无拘无碍 不拘形迹 雍荣雅步
热情洋溢 满腔热枕 鲜艳夺目 尤物移人 语重心长
流言混话 胡说乱道 诞妄不经 诞谩不经 诞罔不经
寤寐求之 急于求成 汲汲皇皇 孳孳汲汲 孜孜汲汲
以貌取人 望表知里 校短量长 鉴影度形 见貌辨色
瞒天过海 造言生事 弄虚作假 矫情饰诈 欺君罔上
格格不吐 言不逮意 辞不达义 相对无言 言不顾行
交相辉映 色色俱全 举世瞩目 无施不可 通宵彻夜
求忠出孝 孝子贤孙 老莱娱亲 移孝为忠 披麻带孝
折胶堕指 寒风侵肌 冰天雪窖 天寒地冻 乞穷俭相
聪明智慧 逸群之才 聪明才智 雄才大略 才识过人
庸中佼佼 庸中皦皦 鳌里夺尊 佣中佼佼 英雄豪杰
仁柔寡断 优游不断 烟不出火不进 吊尔郎当 粘皮带骨
先人后己 据为己有 一日三省 自得其乐 陶然自得
久历风尘 饱经忧患 久而久之 不乏先例 忍苦耐劳
齐名并价 国富民丰 物阜民康 物阜民丰 名实相符
确乎不拔 确固不拔 深根固蒂 盘石之固 邪不干正
士饱马腾 通险畅机 铜打铁铸 词正理直 磐石之安
一举两得 一身而二任 有凭有据 相生相成 公私兼顾
以誉为赏 邀功求赏 计功行赏 诱掖奖劝 将机就机
肘腋之患 变生肘腋 祸生肘腋 事生肘腋 肘胁之患
谈吐生风 心直口快 嘴直心快 正言不讳 开口见心
百虑攒心 心乡往之 心向往之 满腔热枕 万流景仰
平心静气 徙善远罪 不自满假 明人不做暗事 无偏无陂
和睦相处 言笑自如 言笑自若 情投意忺 情投谊合
瞻情顾意 义结金兰 有无相通 深情厚意 深情厚谊
假力于人 据为己有 所作所为 捉刀代笔 慷他人之慨
以守为攻 以攻为守 避李嫌瓜 避瓜防李 折冲御侮
攒零合整 雾集云合 凫居雁聚 成帮结队 簇锦团花
熟门熟路 大开方便之门 深得人心 大有可为 令人起敬
满脸春风 娇皮嫩肉 齿牙春色 满脸春色 善眉善眼
去粗取精 捐弃前嫌 饰垢掩疵 寻瘢索绽 讨恶翦暴
连理分枝 镜分鸾凤 分鞋破镜 乐昌分镜 东南雀飞
冷心冷面 冷酷无情 当面错过 无情无绪 麻痺不仁
遁名改作 易俗移风 革图易虑 改名换姓 变名易姓
纸落云烟 凤舞龙飞 鹄峙鸾翔 游云惊龙 龙伸蠖屈
七满八平 自由自在 河水不洗船 漫天过海 分毫不爽
荡魂摄魄 惊心眩目 感人肺腑 来势汹汹 骇目惊心
骈门连室 千千万万 成千上万 车载船装 成千累万
閒今铸古 通才练识 通文达艺 博学多才 洽闻强记
扶危救困 将伯之呼 救难解危 假力于人 救困扶危
重山峻岭 游山玩水 水光山色 乐山爱水 依山傍水
救过不赡 不胜其苦 理所不容 力不能支 力有未逮
倒峡泻河 徜徉恣肆 壮发冲冠 铁板铜弦 海立云垂
逍遥自在 逍遥自得 放达不羁 悠闲自在 优游自若
励志竭精 孜孜不辍 奋发踔厉 尽力而为 竭力虔心
二童一马 后生小子 竹马之友 白齿青眉 韶颜稚齿
地瘠民贫 小国寡民 坑家败业 人微言轻 量小力微
黜邪崇正 进善退恶 进贤黜佞 进善惩奸 进贤退愚
旧地重游 故技重演 重作冯妇 衣锦荣归 衣锦还乡
道德文章 以学愈愚 敩学相长 洽博多闻 进德脩业
承先启后 济世安人 余韵流风 积基树本 大开眼界
两头和番 搅海翻江 地覆天翻 天翻地覆 翻天覆地
灌夫骂坐 借酒浇愁 诗朋酒友 酒食地狱 人言啧啧
张慌失措 惊惶无措 不知所可 慌不择路 惊慌失措
鼓唇弄舌 吹竹弹丝 振臂一呼 扇风点火 吹叶嚼蕊
瞪目哆口 呼吸相通 敛色屏气 息息相通 嘘寒问暖
风雨晦暝 薄暮冥冥 风雨如晦 黑天摸地 云迷雾罩
马不解鞍 奉命惟谨 不拔之志 雷打不动 坚忍不拔
清莹秀澈 干净利索 神流气鬯 斋心涤虑 一清二楚
贞高绝俗 超世之才 逸群之才 道高德重 远见卓识
名山事业 着书立说 著书立说 即兴之作 鸿篇钜制
巴巴结结 涩于言论 言高语低 拙嘴笨舌 碌碌无能
弄假成真 信而有证 惟妙惟肖 一而二，二而一 假门假事
不轨之徒 不正之风 违条犯法 蔑伦悖理 败德辱行
乐而忘死 磊落不羁 磊瑰不羁 无思无虑 不问皂白
轻繇薄赋 损上益下 精兵简政 来好息师 省烦从简
没精打彩 心长绠短 心灰意冷 无精打彩 心灰意败
盈篇累牍 联篇累牍 废话连篇 瘠义肥辞 言之过甚
羞面见人 畏葸不前 畏缩不前 敢怨而不敢言 怕硬欺软
修辞立诚 经验之谈 信而有证 事实胜于雄辩 随事制宜
事出有因 贵贱无常 不乏先例 有例可援 有利有弊
计功行赏 照功行赏 论功行封 论功行赏 论功封赏
正身明法 上行下效 不务空名 持之以恒 正法直度
转嗔为喜 回嗔作喜 转悲为喜 转愁为喜 转忧为喜
属毛离里 显祖扬宗 身显名扬 显亲扬名 分形同气
步履维艰 卧床不起 老迈龙钟 东踅西倒 东倒西歪
推本溯源 积本求原 探赜钩深 望表知里 沉思熟虑
恩若再生 恩重泰山 义重恩深 恩深义重 再造之恩
悠闲自在 吃喝玩乐 逍遥自在 逍遥自得 超然自得
搜肠刮肚 涸思干虑 搜索肾胃 刿鉥心腑 踏破铁鞋
气息奄奄 淹淹一息 一息奄奄 奄奄一息 人命危浅
毫发丝粟 微乎其微 分寸之末 弹丸黑志 鼠肝虫臂
云屯蚁聚 云屯星聚 云屯雨集 名声籍甚 鼎鼎大名
丰姿冶丽 逸群之才 鲜艳夺目 身显名扬 超世之才
鹤知夜半 风声鹤唳 独鹤鸡群 不舞之鹤 华亭鹤唳
出幽迁乔 迁乔出谷 水长船高 鸟枪换炮 鱼升龙门
铁板铜弦 徜徉恣肆 龙章秀骨 龙飞虎跳 倒峡泻河
团头聚面 唇不离腮 表里相依 夜雨对床 对床夜雨
一心同归 众口一辞 本同末离 齐名并价 所见略同
见利思义 据理力争 恩深义重 义重恩深 道高德重
偃革尚文 来好息师 偃武崇文 偃革为轩 倒置干戈
不吝指教 不自满假 去甚去泰 来世不可待 问心无愧
精诚团结 款款而谈 款曲周至 光明磊落 敏于事，慎于言
面红面绿 面红耳热 忿然作色 面红颈赤 耳红面赤
不根之谈 闲言冷语 游谈无根 破天荒 博而寡要
书香世家 书香人家 书香门户 书香门第 诗礼人家
巢居穴处 一枝一节 蓬门荜户 饮食起居 枝附叶从
含垢忍耻 含污忍垢 忍尤含垢 含瑕积垢 榆次之辱
乞穷俭相 身无分文 破烂流丢 破烂不堪 地瘠民贫
急人之难 急人之困 将心比心 代为说项 推诚接物
重岩叠嶂 千岩万壑 重峦复嶂 重峦叠巘 横峰侧岭
变动不居 连绵不绝 半新半旧 原封未动 终始若一
融洽无间 游荡不羁 春和景明 轻徙鸟举 神融气泰
识微见远 识微知著 识微见几 鉴机识变 视微知著
巨细无遗 朴实无华 不差毫厘 不避艰险 乐而不厌
关门闭户 满目凄凉 风雨萧条 力殚财竭 智穷才尽
损人利己 损己利人 损人肥己 损人益己 利己损人
鞋弓袜小 鞋弓襪小 一时三刻 一时半晌 一时半霎
鸷狠狼戾 虎狼之势 狼猛蜂毒 秋风扫叶 恶声恶气
疾风迅雷 电掣风驰 风回电激 风驰雨骤 风驰电逝
道长论短 道长争短 话长说短 说短论长 说长道短
不事边幅 弃瑕忘过 不名一格 藏巧于拙 羌无故实
凤引九雏 四海升平 国泰民安 民安国泰 河清社鸣
面如凝脂 肤如凝脂 玉骨冰肌 驻颜益寿 丰神异彩
槁形灰心 没精打彩 萎糜不振 萎靡不振 软弱无力
畏葸不前 畏缩不前 惊恐失色 魄散魂飞 魂飞魄丧
一笔勾消 一笔勾断 一笔勾销 一笔抹煞 删繁就简
恩重如山 执法如山 确乎不拔 金兰之交 恩同山岳
止戈散马 振兵释旅 振兵泽旅 休牛归马 休牛散马
宽大为怀 闻融敦厚 宽豁大度 宽怀大度 言气卑弱
坐失机宜 坐失事机 遗名去利 当面错过 弃易求难
临难苟免 苦中作乐 忍垢偷生 强死强活 抽筋拔骨
春宵一刻 杯酒言欢 欢聚一堂 情投意忺 情投谊合
蠹居棋处 不正之风 狼奔鼠偷 九流人物 世扰俗乱
当面错过 事败垂成 一去不复返 坐失事机 坐失机宜
朴实无华 朴素无华 民淳俗厚 公正不阿 闻融敦厚
众所周知 所在皆是 兼收并采 旁搜博采 连州跨郡
魂消魄丧 胆丧魂惊 胆丧魂消 亡魂丧胆 毛骨耸然
九流十家 诸子百家 九流宾客 一家之学 成一家言
冲冠发怒 冲冠怒发 嚼腭搥床 怒火冲天 三尸暴跳
飞沙走石 走石飞沙 飞砂走石 飞沙走砾 风起水涌
出言无状 不近道理 蛮不讲理 蛮横无理 横蛮无理
生拖死拽 横拖倒拽 横拖竖拉 揎腕攘臂 掤扒吊拷
遗芬余荣 遗芳余烈 遗芬剩馥 遗恩余烈 前人栽树，后人乘凉
龙翰凤翼 龙翰凤雏 神乎其技 成风尽垩 大匠运斤
见利思义 积德累善 绳墨之言 道存目击 道高德重
东飘西泊 爽然自失 悠悠荡荡 如堕烟雾 东扬西荡
江翻海沸 一片汪洋 波澜壮阔 浩浩汤汤 浩浩荡荡
亭台楼阁 楼台亭阁 寻壑经丘 多才多艺 优游卒岁
吾自有处 我心如秤 可想而知 自得其乐 不劳而成
计出无聊 迫不得已 艰苦创业 实逼处此 事出无奈
一呼百应 劳民动众 蜂拥而上 大声疾呼 赏一劝百
察言观行 鉴影度形 观貌察色 揆情审势 察颜观色
不吝指教 来世不可待 不露形色 慎小事微 去甚去泰
不顾大局 旁枝末节 无关大局 教无常师 多管闲事
别财异居 别居异财 别籍异财 以类相从 家成业就
一日万机 所费不赀 食日万钱 供过于求 繁刑重赋
恬淡无为 恬淡无欲 遗形藏志 默而识之 超然自得
孔情周思 孔思周情 周情孔思 诗礼传家 人非土木
并行不悖 悖入悖出 背信弃义 瞒天昧地 徇情枉法
倚势凌人 篡党夺权 同恶相求 瞒上欺下 左建外易
力不能支 束手就困 力不能及 自身难保 不解之仇
以杀止杀 以杀去杀 不容置喙 不露形色 深闭固距
卓绝千古 超俗绝世 超世绝俗 无与为比 天下独步
无所不及 举世无敌 举世无双 无远弗届 无所用之
恶言詈辞 谗言佞语 恶语中伤 造谣中伤 恶语伤人
危言逆耳 言行不符 名不符实 言不顾行 民心不壹
七扭八歪 一隅之说 夸夸其谈 夸夸而谈 豕交兽畜
轻薄无行 千金一掷 食亲财黑 争鸡失羊 数米量柴
泪如泉滴 泪如泉涌 触景伤怀 触景伤心 触景伤情
触目崩心 抚景伤情 触目伤心 触目伤怀 触景伤怀
深情厚意 深情厚谊 情投谊合 情投意忺 义结金兰
扶危救困 持危扶颠 救难解危 救困扶危 出谋献策
万流景仰 竭忠尽智 令人起敬 异香扑鼻 色色俱全
扭曲作直 扭直作曲 浮石沉木 颠倒黑白 黑白混淆
强兵富国 富国强兵 国富兵强 富国安民 士饱马腾
打家截道 犬吠之警 江洋大盗 谋财害命 明抢暗偷
阐幽明微 研机综微 千锤打锣，一锤定音 谈玄说妙 大发议论
杂七杂八 乌七八糟 污七八糟 烦言碎辞 东横西倒
顿足捩耳 入地无门 上天无路，入地无门 道尽途殚 道尽涂穷
析律舞文 舞文巧诋 造言生事 深文曲折 深文周内
长嘘短叹 长吁短气 哀声叹气 唉声叹气 书空咄咄
沟满壕平 言必有物 镜圆璧合 足足有余 黄金世界
祖述尧舜，宪章文武 识礼知书 亲仁善邻 才学兼优 言和意顺
心灰意冷 昏迷不醒 无情无绪 茫无端绪 言无伦次
抓耳挠腮 搔头摸耳 搔头抓耳 挠腮撧耳 搔首踟蹰
清歌曼舞 轻歌曼舞 言简义丰 言简意深 言约旨远
重金袭汤 确乎不拔 深根固蒂 不可动摇 铜墙铁壁
铁窗风味 画地刻木 对薄公堂 十拷九棒 五月飞霜
三蛇七鼠 遗害无穷 贻害无穷 危机四伏 微机四伏
成名成家 大张声势 大开眼界 游光扬声 鸱张门户
力不能支 力不能及 不胜其苦 理所不容 此风不可长
一榻横陈 横倒竖卧 横躺竖卧 尸横遍野 死亡枕藉
束装就道 整装待发 送旧迎新 一路顺风 来迎去送
徙善远罪 迁善远罪 扶正黜邪 弃恶从善 避凶趋吉
重于泰山 千钧一发 九鼎一丝 烧眉之急 朝不及夕
负诟忍尤 刻骨崩心 捶胸跌足 捶胸跌脚 捶胸顿脚
北辕适粤 北辕适楚 通南彻北 上南落北 南来北往
马中关五 豕虎传讹 鲁鱼亥豕 鱼鲁帝虎 鲁鱼陶阴
事出有因 不乏先例 十口相传 多才多艺 久历风尘
以疑决疑 千方百计 百计千方 衡情酌理 沉思熟虑
按图索骥 按图索骏 寻踪觅迹 觅迹寻踪 顺藤摸瓜
落拓不羁 愣头愣脑 油头滑脑 不知死活 翻手云覆手雨
为虎傅翼 为虎添翼 与虎添翼 如虎生翼 如虎得翼
若释重负 吐气扬眉 谢天谢地 怡然自乐 眉花眼笑
攀龙附凤 附凤攀龙 有钱有势 富贵荣华 卖国求荣
常鳞凡介 碌碌无奇 凡夫俗子 无名小辈 愚夫愚妇
埋头苦干 孜孜无怠 孜孜不懈 孜孜不怠 假门假事
一以当百 人强胜天 逸群之才 智勇双全 贞高绝俗
凶相毕露 本相毕露 真相毕露 合盘托出 原形败露
负重吞污 负重含污 成人不自在，自在不成人 知荣守辱 忍耻偷生
奇想天开 言十妄九 捉影捕风 捉风捕月 捉风捕影
鸾飞凤舞 芝兰之室 门不夜关 风光旖旎 枕稳衾温
成千成万 成千累万 万万千千 成千上万 车载船装
五男二女 三三五五 娱妻弄子 诗礼之训 五言长城
