千方百计 百计千方 倾家竭产 竭尽全力 百凡待举
事不宜迟 敌不可纵 刻不容松 事在必行 情不可却
一扫而光 宿弊一清 一扫而空 洞察一切 干净利索
有死无二 永矢弗谖 誓死不渝 远垂不朽 反经合义
败德辱行 违天悖人 坏法乱纪 违条犯法 违法乱纪
不屑教诲 事与原违 不足为法 胡说八道 言而不信
水底纳瓜 屯毛不辨 没计奈何 不成三瓦 穷大失居
忠肝义胆 言必信，行必果 忠贞不渝 忠不避危 抱柱之信
通幽洞灵 通幽洞冥 见神见鬼 通元识微 鬼迷心窍
满腔热枕 热情洋溢 感人肺腑 感慨激昂 激昂慷慨
侈纵偷苟 裘马轻狂 骄泰淫泆 骄佚奢淫 骄侈暴佚
风驰雨骤 急风骤雨 疾风迅雷 魆风骤雨 怪雨盲风
痛剿穷迫 革奸铲暴 以绝后患 一扫而光 赶尽杀绝
月盈则食 星月交辉 兔起乌沉 月明星稀 今月古月
形迹可疑 众难群移 众难群疑 惹是招非 心事重重
下车泣罪 齐王舍牛 爱民如子 视民如子 尊主泽民
急人之难 急人之困 匍匐之救 八方支持 八方支援
万古流芳 万古留芳 芬芳馥郁 流芳百世 流芳后世
小不忍则乱大谋 因小失大 为小失大 以大恶细 慎小事微
郢匠挥斤 神乎其技 成风尽垩 目牛无全 曲尽奇妙
区闻陬见 束教管闻 单见浅闻 短见薄识 庸耳俗目
怫然作色 忿然作色 哭丧着脸 雷嗔电怒 面有难色
扬长而去 逾墙越舍 抛乡离井 违乡负俗 游必有方
朴素无华 简要不烦 不落俗套 应变无方 连绵不绝
智勇兼全 智勇双全 有胆有识 谋臣猛将 骁勇善战
正大光明 言方行圆 公正不阿 言行相顾 公正廉洁
危言覈论 危言核论 谠言嘉论 直言正论 信而有证
破旧立新 涤秽布新 铸新淘旧 弃故揽新 革旧图新
呕心镂骨 研精毕智 殚精极虑 设心积虑 搜索肾胃
弃之敝屣 遗名去利 弃公营私 尽付东流 焚巢捣穴
舍生忘死 来世不可待 不吝指教 明人不做暗事 无妄之福
面若死灰 苍白无力 灰心丧气 面如死灰 色如死灰
杯酒言欢 欢聚一堂 载笑载言 好酒贪杯 樽酒论文
昏头转向 头晕眼花 头晕目眩 头昏眼花 头昏眼晕
狡焉思启 独霸一方 篡党夺权 敌国外患 里通外国
一去不复返 忍无可忍 当面错过 智穷才尽 此风不可长
卓立鸡群 鹤立鸡群 鸾鹄停峙 独鹤鸡群 击楫中流
烂漫天真 烂熳天真 一尘不到 冰肌雪肠 秋月寒江
一诺无辞 十全十美 深信不疑 不爽毫发 直认不讳
运筹设策 运筹决算 运筹演谋 运筹建策 运筹画策
耳闻目睹 目睹耳闻 目见耳闻 目击耳闻 耳闻目见
断蛟刺虎 铮铮铁汉 血性男儿 允文允武 龙骧虎啸
一去不复返 置之脑后 忍无可忍 一言不发 默不作声
流血千里 血债累累 尸横遍野 七死八活 血流成河
玩忽职守 言而不信 不屑教诲 搀前落后 文过其实
沓来麕至 沓来踵至 麇至沓来 旁逸横出 纷至沓来
惹祸招灾 嫁祸于人 自欺欺人 假手于人 忘恩背义
择地而蹈 出门如宾 束装就道 慎重其事 乾乾翼翼
瓢泼大雨 汗如雨下 鲜血淋漓 滂沱大雨 滔滔滚滚
谛分审布 归根究柢 沉思熟虑 深思熟虑 毫分缕析
高谈大论 望风捕影 矫言伪行 没查没利 鱼目间珠
多才多艺 丰富多彩 人文荟萃 千汇万状 博学多才
面若死灰 没精打彩 心灰意败 灰心短气 嗒然若丧
拾陈蹈故 淫辞邪说 文过其实 言之过甚 人言啧啧
高谈大论 说三道四 多嘴献浅 没查没利 悖言乱辞
礼让为国 安国宁家 安邦治国 济世安民 治国安邦
为裘为箕 克绍箕裘 箕引裘随 老莱娱亲 良弓无改
有增无已 事出有因 不乏先例 时移势迁 千变万状
倒三颠四 昏昏沉沉 如醉如梦 神情恍惚 昏迷不醒
破烂不堪 错落不齐 残缺不全 破烂流丢 残篇断简
奸淫掳掠 奸掳烧杀 谋财害命 夺人所好 图财害命
胡猜乱想 无稽之言 查无实据 胡说八道 妄谈祸福
滚瓜流水 灵牙利齿 噀玉喷珠 利喙赡辞 曲尽奇妙
卧雪眠霜 眠霜卧雪 折胶堕指 冰天雪窑 雪窑冰天
避瓜防李 避李嫌瓜 不露神色 置之脑后 捐弃前嫌
陷于缧绁 陷身囹圄 骈首就系 铁窗风味 锒铛入狱
急痛攻心 捶胸跌脚 捶胸顿脚 捶胸跌足 惊心悲魄
撒诈捣虚 耍花腔 矫情饰诈 谩辞哗说 自欺欺人
活剥生吞 造作矫揉 楚楚作态 做张做智 做张做致
真相毕露 热情洋溢 运用自如 本相毕露 情见于色
出处殊途 迥乎不同 能不称官 轻重倒置 表里不一
不护细行 不屑教诲 玩忽职守 误打误撞 攻过箴阙
东游西荡 优游卒岁 饱食终日 坐享其功 讪牙闲嗑
缩衣节口 缩衣啬食 缩衣节食 东撙西节 少吃俭用
创剧痛深 刺心裂肝 苦难深重 伤筋动骨 情凄意切
铁狱铜笼 噤口捲舌 噤口卷舌 蛛网尘封 缄口不言
因陋就寡 爱素好古 侈纵偷苟 不矜细行 拘俗守常
无所畏忌 于心无愧 无忧无虑 无际可寻 无所忌讳
过而能改 知过能改 匡谬正俗 习非成是 引过自责
吹叶嚼蕊 朱弦三叹 聊备一格 一吹一唱 歌功颂德
局天扣地 额蹙心痛 怆然涕下 惨然不乐 捶胸顿脚
和蔼可亲 和蔼近人 心慈面软 随方就圆 言和意顺
改口沓舌 顿口无言 张嘴挢舌 言不顾行 言颠语倒
铁板铜弦 壮气凌云 徜徉恣肆 倒峡泻河 龙飞虎跳
东闯西走 东奔西撞 东碰西撞 七搭八搭 逐影吠声
摇摇摆摆 不慌不忙 心神不宁 失张失志 失张失致
贼心不死 勇往直前 忍苦耐劳 长生不死 乐善不倦
无所用之 无所施其技 一无所长 一无可取 无所依归
亲当矢石 各自为战 拥兵自固 躬擐甲胄 各为其主
深闭固距 以杀止杀 以杀去杀 闭门自守 闭关绝市
三头两绪 令人莫测 迷离扑朔 喉长气短 一言难尽
终成泡影 赤手空拳 身无寸铁 手无寸刃 白手空拳
日月如流 汲汲皇皇 造次行事 石火光阴 追云逐电
贩夫皂隶 贩夫皁隶 狐鼠之徒 泥猪疥狗 破玩意儿
瑶林琼树 冰雪聪明 教一识百 神采英拔 臂有四肘
投袂荷戈 赌咒发誓 矢志不移 奋武扬威 掀拳裸袖
钻火得冰 一手托天 压雪求油 煎水作冰 一牛九锁
形色仓皇 张眉张眼 张慌失措 急痛攻心 惊慌失色
不容置喙 不露形色 不吝指教 此风不可长 事不过三
安邦定国 定国安邦 多难兴邦 兴邦立国 经邦纬国
辞不达义 狗屁不通 言不顾行 没查没利 半信不信
鼻端生火 雷奔云谲 载驱载驰 载驰载驱 策马飞舆
各为其主 公私兼顾 分工合作 各就各位 各取所需
贫贱之交 戴笠故交 振穷恤贫 贫贱之知 赈贫贷乏
人尽其才 匹夫有责 人所共知 公私兼顾 色色俱全
倾家竭产 倾家破产 尽多尽少 满打满算 尽人皆知
强自取柱 齿弊舌存 强自取折 丛轻折轴 朝攀暮折
十光五色 花攒锦簇 五色缤纷 霞蔚云蒸 百紫千红
惟妙惟肖 假门假事 信而有证 运用自如 丁一确二
言之有序 出言有章 词严义密 心巧嘴乖 利齿能牙
无所不有 不计其数 所费不赀 诸若此类 诸有此类
凄入肝脾 剖肝泣血 叩心泣血 呕心抽肠 泣血捶膺
相女配夫 男婚女聘 男婚女嫁 东床择对 一男半女
肥遯鸣高 逍遥自得 逍遥自在 逸韵高致 雅人韵士
绞尽脑汁 焦心热中 禀性难移 累教不改 心事重重
危言竦论 洞心骇耳 咂嘴弄唇 高谈大论 殷浩书空
众所周知 人所共知 众所共知 在人耳目 尽人皆知
敬老慈穉 敬老慈少 怜贫恤老 敬老尊贤 怜贫惜老
一脚不移 深根固蒂 猛志常在 有死无二 百世不磨
公平交易 公买公卖 正直无邪 公平无私 推诚布公
词严义密 正色敢言 正色厉声 词正理直 郑重其辞
桂酒椒浆 仙液琼浆 比量齐观 视同一律 玉液金浆
乐善不倦 百折不移 贼心不死 知难而进 持危扶颠
博弈犹贤 去甚去泰 食不充肠 不吝指教 不自满假
示贬于褒 私相授受 褒贬与夺 面授机宜 不置褒贬
删华就素 捐弃前嫌 熬清守谈 弃易求难 逐末舍本
万流景仰 时望所归 深得人心 众口交赞 广结良缘
魂摇魄乱 经久不息 禀性难移 不了而了 执迷不醒
执两用中 贵贱无常 看人行事 人情世故 见貌辨色
愁肠殢酒 积忧成疾 愁长殢酒 酒病花愁 酒食地狱
夤缘攀附 贤身贵体 钟鸣鼎重 攀高接贵 五侯七贵
云交雨合 不期而遇 一面之缘 一接如旧 邂逅相逢
桀骜不逊 铁肠石心 不避汤火 不避水火 柴立不阿
朝不及夕 十万火急 千钧一发 烧眉之急 机不容发
强文浉醋 强文假醋 乔文假醋 架谎凿空 乘伪行诈
着书立说 著书立说 一家之作 言之有序 自成一格
面若死灰 面如土色 色如死灰 苍白无力 色若死灰
追欢取乐 怡情理性 吃喝玩乐 燕安醙毒 茶余饭饱
言颠语倒 顿口无言 唠唠叨叨 言高语低 笨嘴笨舌
打人骂狗 恶语伤人 横冲直撞 倚势凌人 痛诬丑诋
按名责实 乌有先生 指名道姓 尊姓大名 言之有物
高官尊爵 发财致富 富贵显荣 重望高名 大请大受
智均力敌 权均力敌 势钧力敌 权均力齐 力均势敌
拙贝罗香 异香扑鼻 瑶草奇花 香培玉琢 波罗奢花
打小算盘 搬斤播两 分星拨两 慎小谨微 斤斤较量
事出有因 临危受命 相忍为国 见势不妙 国难当头
杜门自守 倒置干戈 休牛散马 休牛归马 振兵释旅
口耳相传 麦丘之祝 话言话语 出词吐气 张口掉舌
父严子孝 爱如己出 闻融敦厚 关怀备至 正直无私
民困国贫 地瘠民贫 贫无置锥 贫病交迫 贫病交加
胡里胡涂 昏昏噩噩 不识庐山真面目 浑然无知 不知所言
弄虚作假 瞒上欺下 蒙混过关 欺大压小 瞒天过海
傻头傻脑 騣童钝夫 畏影恶迹 晋惠闻蛙 木头木脑
义气相投 可心如意 情投谊合 情投意忺 惬心贵当
宏图大志 远见卓识 豪情壮志 志美行厉 宽大为怀
登坛拜将 秉钧持轴 韩信将兵，多多益善 一方之任 居轴处中
响答影随 瞻情顾意 同声相应，同气相求 同声相应 彼倡此和
诗礼之训 过庭之训 父为子隐 诗庭之训 养生送死
人之常情 众所周知 一座皆惊 惊世骇目 人情之常
俭故能广 肥甘轻暖 优游岁月 安贫乐贱 长命富贵
舞文玩法 深文周内 违法乱纪 违条犯法 深文曲折
反复推敲 巴前算后 熟思审处 深思熟虑 磨礲淬励
乐极生悲 乐极悲生 乐极则悲 触目崩心 乐往哀来
目眩神摇 销魂夺魄 梦想颠倒 梦魂颠倒 心荡神摇
扶危救困 救难解危 救困扶危 持危扶颠 求亲告友
话里藏阄 语焉不详 潜形匿迹 露马脚 潜踪隐迹
一诺无辞 大言不惭 无愧衾影 恶不去善 言行相符
甄心动惧 谨本详始 谨行俭用 秉节持重 从长计议
三言讹虎 三夫成市虎 三人成虎 三人为众 刀俎余生
没精打彩 萎糜不振 萎靡不振 槁形灰心 灰心槁形
杜口无言 秘而不露 闭口不言 原封未动 不露形色
心孤意怯 知小谋大 财匮力绌 毛羽未丰 软弱无力
莼鲈之思 千岁鹤归 春树暮云 暮云春树 曝书见竹
乘利席胜 炫奇争胜 斗艳争辉 鲜艳夺目 扬扬自得
发财致富 家累千金 名门世族 富商大贾 富室大家
不露形色 偃革尚文 不容置喙 以杀去杀 以杀止杀
侈人观听 所见所闻 耳听心受 豁人耳目 公听并观
砥廉峻隅 久历风尘 通忧共患 历日旷久 感人肺腑
闭口不言 秘而不露 缄口无言 默默无言 噤口卷舌
东奔西走 东奔西跑 南贩北贾 波波碌碌 东驰西骋
相因相生 相生相成 相得益章 相克相济 相辅而行
仓皇失措 张皇失措 失惊打怪 失魂丧魄 慌作一团
官止神行 豁然确斯 灼见真知 分星擘两 通幽洞微
省烦从简 以简驭繁 简要不烦 干脆利落 词约指明
振奋人心 勃然奋励 奋发有为 奋发蹈厉 鼓舞人心
瞠目而视 笑不可仰 直眉睖眼 语笑喧哗 可发一噱
餐风宿露 餐风宿雨 餐风咽露 宿水餐风 餐风宿草
超群拔类 超群越辈 决命争首 轶群绝类 人众胜天
踨蹐不安 亡魂丧魄 惊心吊胆 悬心吊胆 担惊受怕
道高德重 公正廉明 多才多艺 爱人好士 井井有法
忍苦耐劳 安贫守道 各执己见 久历风尘 百折不移
桀骜不驯 桀敖不驯 桀骜不恭 桀傲不驯 桀傲不恭
鸾俦凤侣 凤友鸾谐 鸳俦凤侣 鸾吟凤唱 琴瑟之好
一差二错 一差两讹 一差二误 忙中有失 百密一疏
一个半个 量小力微 铢两分寸 小国寡民 身单力薄
餐风茹雪 餐风啮雪 餐风咽露 餐风饮露 餐风宿露
逸闻趣事 逸闻轶事 逸闻琐事 潜德隐行 没世无闻
悦目赏心 良时美景 良辰媚景 好天良夜 爽心悦目
东踅西倒 寸步难移 步履维艰 寸步难行 牵牛下井
事出有因 出谋献策 渊源有自来 有例可援 有凭有据
两次三番 层见错出 层出叠见 层出迭见 返来复去
贞高绝俗 逸群之才 超世之才 岳岳磊磊 赫赫巍巍
腾腾兀兀 神迷意夺 魂颠梦倒 梦魂颠倒 梦想颠倒
平心定气 不紧不慢 稳坐钓鱼船 从容自若 从容不迫
励精更始 历精为治 历精图治 救时厉俗 移风振俗
逸群之才 材雄德茂 龙翰凤翼 龙翰凤雏 有识之士
独到之处 别具手眼 别出手眼 领异标新 别具只眼
龙神马壮 拏风跃云 龙骧虎啸 神龙马壮 鼻端生火
风行水上 无拘无碍 不拘形迹 优游自如 雍荣雅步
热情洋溢 尤物移人 满腔热枕 鲜艳夺目 情深意重
胡说八道 流言混话 诞罔不经 诞妄不经 诞谩不经
寤寐求之 急于求成 汲汲皇皇 孳孳汲汲 孜孜汲汲
以貌取人 校短量长 鉴影度形 知人之明 望表知里
瞒天过海 造言生事 弄虚作假 矫情饰诈 耍花腔
格格不吐 言不顾行 难以为情 言不逮意 辞不达义
交相辉映 举世瞩目 明光烁亮 色色俱全 人尽其才
求忠出孝 蹈仁履义 孝子贤孙 老莱娱亲 移孝为忠
折胶堕指 薄暮冥冥 岁暮天寒 惨然不乐 冰天雪窖
聪明智慧 逸群之才 多谋善断 雄才大略 聪明才智
庸中佼佼 庸中皦皦 鳌里夺尊 英雄豪杰 佣中佼佼
仁柔寡断 优游不断 吊尔郎当 沾泥带水 拖泥带水
先人后己 一日三省 以人为镜 以心问心 触目警心
久历风尘 饱经忧患 久而久之 忍苦耐劳 历日旷久
物阜民康 公私兼顾 物阜民丰 国富民丰 民和年丰
确乎不拔 确固不拔 盘石之固 深根固蒂 不挠不屈
深根固蒂 十成九稳 义不反顾 通险畅机 确乎不拔
一举两得 相生相成 有凭有据 有根有苗 有例可援
可乘之机 将机就机 诱掖奖劝 以誉为赏 将机就计
祸生肘腋 变生肘腋 事生肘腋 事出有因 身不由主
谈吐生风 正言不讳 心直口快 嘴直心快 开口见心
心乡往之 心向往之 满腔热枕 百虑攒心 经久不息
洁身自守 明人不做暗事 徙善远罪 平心静气 不自满假
和睦相处 情投意忺 情投谊合 言和意顺 力均势敌
瞻情顾意 义结金兰 有无相通 善与人交 义气相投
假力于人 据为己有 所作所为 捉刀代笔 慷他人之慨
以攻为守 以守为攻 避李嫌瓜 表里受敌 遵养晦时
凫居雁聚 攒零合整 麇至沓来 雾集云合 渊渟泽汇
际会风云 大开方便之门 令人起敬 逢机遘会 来迎去送
娇皮嫩肉 满脸春风 满脸春色 婀娜多姿 齿牙春色
去粗取精 捐弃前嫌 饰垢掩疵 化为泡影 讨恶翦暴
乐昌分镜 东南雀飞 分鞋破镜 镜分鸾凤 连理分枝
冷心冷面 冷酷无情 当面错过 毛羽零落 零丁孤苦
遁名改作 易俗移风 革图易虑 改名换姓 变名易姓
纸落云烟 凤舞龙飞 鹄峙鸾翔 龙伸蠖屈 徜徉恣肆
漫天过海 河水不洗船 无拘无碍 自由自在 七满八平
荡魂摄魄 惊心眩目 感人肺腑 骇目惊心 来势汹汹
骈门连室 千千万万 成千上万 车载船装 无千无万
通才练识 閒今铸古 博学多才 博学洽闻 通文达艺
将伯之呼 扶危救困 求亲靠友 假力于人 出谋献策
重山峻岭 重岩叠障 重岩迭障 游山玩水 枕山襟海
博而寡要 一知半解 力有未逮 累教不改 救过不赡
倒峡泻河 壮发冲冠 壮气吞牛 铁板铜弦 海立云垂
逍遥自得 逍遥自在 恬淡无为 逍遥物外 优游自若
励志竭精 尽力而为 孜孜不辍 奋发踔厉 衔石填海
二童一马 竹马之友 后生小子 义气相投 富于春秋
地瘠民贫 坑家败业 小国寡民 民困国贫 门单户薄
黜邪崇正 任贤使能 进贤黜佞 进善退恶 使贤任能
旧地重游 重作冯妇 别作良图 不乏先例 重操旧业
道德文章 敩学相长 以学愈愚 有风有化 洽博多闻
承先启后 觉人觉世 开来继往 彰往考来 知往鉴今
两头和番 颠来倒去 九变十化 十变五化 三翻四覆
灌夫骂坐 借酒浇愁 怀冤抱屈 酒食地狱 酗酒滋事
张慌失措 惊惶无措 慌不择路 不知所可 心慌意乱
吹竹弹丝 鼓唇弄舌 调丝品竹 吹叶嚼蕊 击石弹丝
瞪目哆口 气喘吁吁 敛色屏气 屏声息气 气喘如牛
风雨晦暝 薄暮冥冥 骤风暴雨 飘风暴雨 骤雨狂风
争分夺秒 机不容发 急不可耐 急不可待 雷打不动
清莹秀澈 斋心涤虑 干净利索 旷心怡神 神流气鬯
贞高绝俗 超世之才 艰苦卓绝 道高德重 逸群之才
名山事业 着书立说 述而不作 一吟一咏 鸿篇钜制
巴巴结结 言高语低 钝口拙腮 学浅才疏 讷口少言
弄假成真 信而有证 惟妙惟肖 假门假事 一而二，二而一
不轨之徒 不正之风 违条犯法 蔑伦悖理 败德辱行
乐而忘死 无思无虑 磊落不羁 磊瑰不羁 明月入怀
轻繇薄赋 损上益下 精兵简政 省烦从简 带罪立功
心灰意冷 心长绠短 黯然伤神 心灰意败 没精打彩
盈篇累牍 联篇累牍 瘠义肥辞 浮笔浪墨 长篇大套
羞面见人 敢怨而不敢言 畏葸不前 畏缩不前 惊恐失色
修辞立诚 经验之谈 信而有证 随事制宜 名副其实
事出有因 不乏先例 贵贱无常 有例可援 稳步前进
计功行赏 照功行赏 论功行封 论功行赏 论功封赏
励精图治 励精求治 井井有法 正身明法 宵旰图治
转嗔为喜 回嗔作喜 转忧为喜 转愁为喜 转悲为喜
显亲扬名 身显名扬 扬名显亲 名门世族 显姓扬名
步履维艰 老迈龙钟 卧床不起 沉疴难起 麻痹大意
推本溯源 积本求原 沉思熟虑 钩玄猎秘 以一知万
恩若再生 再造之恩 义重恩深 恩深义重 恩重泰山
吃喝玩乐 乐在其中 悠闲自在 逍遥自在 逍遥自得
搜肠刮肚 涸思干虑 踏破铁鞋 刿鉥心腑 搜索肾胃
气息奄奄 一息奄奄 奄奄一息 淹淹一息 人命危浅
毫发丝粟 弹丸黑志 微乎其微 分寸之末 鼠肝虫臂
云屯蚁聚 云屯雨集 云屯星聚 名声籍甚 鼎鼎大名
丰姿冶丽 逸群之才 赫赫巍巍 人才出众 鲜艳夺目
鹤知夜半 风声鹤唳 独鹤鸡群 华亭鹤唳 骑鹤维扬
出幽迁乔 迁乔出谷 步步登高 加官晋爵 水长船高
铁板铜弦 徜徉恣肆 龙飞虎跳 龙跳虎卧 龙章秀骨
表里相依 唇不离腮 团头聚面 瞻情顾意 朝夕相处
一心同归 比量齐观 视同一律 众口一辞 本同末离
见利思义 据理力争 重气徇命 重气猣名 蹈仁履义
偃革尚文 偃武崇文 来好息师 偃革为轩 案甲休兵
不吝指教 去甚去泰 来世不可待 秉节持重 不自满假
精诚团结 笃实好学 敏于事，慎于言 赤心相待 款曲周至
忿然作色 情见于色 感慨激昂 怵目惊心 触目惊心
利齿能牙 闲言冷语 曲尽奇妙 不根之谈 心巧嘴乖
书香世家 书香人家 书香门户 书香门第 世代书香
巢居穴处 饮食起居 东西南北客 东西南北人 倚人庐下
含垢忍耻 含污忍垢 忍尤含垢 丧身失节 引以为耻
乞穷俭相 身无分文 地瘠民贫 牛衣岁月 破烂流丢
急人之难 急人之困 代为说项 将心比心 代人说项
重岩叠嶂 千岩万壑 重峦叠巘 重峦复嶂 横峰侧岭
变动不居 半新半旧 连绵不绝 终始若一 变幻无常
神流气鬯 抵掌而谈 神融气泰 怡然自若 融洽无间
识微见远 识微知著 识微见几 鉴机识变 视微知著
真心诚意 真心实意 朴实无华 乐而不厌 巨细无遗
关门闭户 满目凄凉 风雨萧条 力殚财竭 坑家败业
损人利己 损己利人 利己损人 有利可图 惹祸招殃
鞋弓襪小 鞋弓袜小 鞋弓袜浅 一时半刻 一时半晌
虎狼之势 狼猛蜂毒 鸷狠狼戾 豹头环眼 秋风扫叶
疾风迅雷 雷令风行 电掣风驰 迅雷风烈 风驰雨骤
道长论短 道长争短 话长说短 说短论长 说长道短
不事边幅 藏巧于拙 不名一格 弃瑕忘过 游谈无根
凤引九雏 民安国泰 国泰民安 四海升平 河清社鸣
面如凝脂 肤如凝脂 离离矗矗 玉骨冰肌 委委佗佗
槁形灰心 萎靡不振 没精打彩 萎糜不振 病病歪歪
惊恐失色 畏缩不前 畏葸不前 踟蹰不前 忑忑忐忐
一笔勾消 一笔勾销 一笔勾断 一风吹 遗形去貌
恩重如山 恩同山岳 确乎不拔 重山峻岭 执法如山
止戈散马 振兵泽旅 振兵释旅 休牛归马 休牛散马
宽大为怀 闻融敦厚 宽豁大度 宽怀大度 正大光明
遗名去利 弃公营私 坐失事机 坐失机宜 当面错过
苦中作乐 临难苟免 苟全性命 忍垢偷生 苟且偷生
春宵一刻 杯酒言欢 欢聚一堂 一面之缘 情投意忺
蠹居棋处 不正之风 世扰俗乱 败俗伤化 败化伤风
当面错过 事败垂成 一去不复返 以私废公 时运不济
朴实无华 朴素无华 民淳俗厚 敦默寡言 沉重寡言
所在皆是 众所周知 连州跨郡 兼收并采 无所不在
魂消魄丧 胆丧魂消 胆丧魂惊 脸无人色 鬼哭神惊
九流十家 九流宾客 诸子百家 一家之学 成一家言
冲冠发怒 冲冠怒发 嚼腭搥床 三尸暴跳 痛心绝气
走石飞沙 飞沙走石 飞砂走石 风起水涌 飞沙走砾
出言无状 不近道理 蛮横无理 横蛮无理 蛮不讲理
横拖倒拽 生拖死拽 横拖竖拉 杀人放火 死标白缠
遗芬余荣 遗芳余烈 颂德歌功 彪炳千古 前言往行
龙翰凤翼 龙翰凤雏 拿云捉月 神乎其技 成风尽垩
见利思义 积德累善 利欲熏心 道存目击 绳墨之言
悠悠荡荡 东飘西泊 东扬西荡 爽然自失 如堕烟雾
江翻海沸 一片汪洋 浩浩汤汤 波澜壮阔 浩浩荡荡
亭台楼阁 楼台亭阁 鸿图华构 朱阁青楼 寻壑经丘
吾自有处 我心如秤 可想而知 自信不疑 自得其乐
计出无聊 迫不得已 实逼处此 艰苦创业 创业维艰
大声疾呼 一呼百应 蜂拥而上 哄动一时 劳民动众
察言观行 鉴影度形 公听并观 观貌察色 朱衣点头
不吝指教 来世不可待 去甚去泰 不露形色 和而不唱
不顾大局 旁枝末节 不足为虑 多管闲事 无关大局
别财异居 别籍异财 别居异财 家成业就 以类相从
一日万机 所费不赀 食日万钱 供过于求 繁刑重赋
浮生若梦 心不在焉 恬淡无为 遗形藏志 主一无适
孔情周思 孔思周情 半部论语治天下 诗礼传家 人非土木
并行不悖 悖入悖出 负类反伦 言不及行 行不副言
倚势凌人 瞒上欺下 左建外易 同恶相求 篡党夺权
力不能支 自身难保 束手就困 大败亏输 难以为继
以杀止杀 以杀去杀 不容置喙 深闭固距 此风不可长
超世绝俗 超俗绝世 无与为比 卓绝千古 超类绝伦
无所不及 无所用之 举世无敌 无远弗届 举世无双
恶言詈辞 恶语中伤 谗言佞语 造谣中伤 恶语伤人
危言逆耳 言行不符 名不符实 言不顾行 民心不壹
七扭八歪 出口伤人 一隅之说 高谈大论 恶语伤人
食亲财黑 轻薄无行 争鸡失羊 锱珠必较 爱钱如命
啼啼哭哭 触目崩心 触目伤心 触目伤怀 触景伤怀
触目崩心 触目伤怀 触目伤心 抚景伤情 怀冤抱屈
情投意忺 情投谊合 深情厚谊 深情厚意 义结金兰
扶危救困 持危扶颠 事出有因 救困扶危 救难解危
令人起敬 万流景仰 异香扑鼻 竭忠尽智 关怀备至
浮石沉木 扭直作曲 扭曲作直 指皁为白 翻黄倒皂
强兵富国 富国强兵 国富兵强 富国彊兵 富国强民
打家截道 犬吠之警 江洋大盗 明抢暗偷 谋财害命
阐幽明微 谈玄说妙 元经秘旨 张口掉舌 枝词蔓说
杂七杂八 污七八糟 乌七八糟 东横西倒 马仰人翻
顿足捩耳 入地无门 上天无路，入地无门 狼艰狈蹶 十死九活
析律舞文 舞文巧诋 深文周内 造言生事 砌词捏控
长吁短气 长嘘短叹 语重心沉 触目兴叹 敢怨而不敢言
沟满壕平 言必有物 饱经沧桑 膏腴之地 撑肠拄肚
诗礼传家 祖述尧舜，宪章文武 半部论语治天下 识礼知书 言和意顺
心灰意冷 昏迷不醒 昏头转向 销神流志 坏人心术
抓耳挠腮 搔头摸耳 搔头抓耳 挠腮撧耳 头痒搔跟
清歌曼舞 轻歌曼舞 言简意深 言约旨远 妙舞清歌
重金袭汤 深根固蒂 金汤之固 确乎不拔 铁郭金城
铁窗风味 对薄公堂 十拷九棒 画地刻木 骈首就系
三蛇七鼠 贻害无穷 遗害无穷 微机四伏 危机四伏
成名成家 大张声势 大开眼界 游光扬声 鸱张门户
力不能及 力不能支 此风不可长 理所不容 不胜其苦
横倒竖卧 横躺竖卧 一榻横陈 尸横遍野 昏迷不醒
束装就道 整装待发 一路顺风 来迎去送 奋勇当先
徙善远罪 迁善远罪 扶正黜邪 弃恶从善 好善恶恶
重于泰山 千钧一发 泰山压顶 烧眉之急 安如泰山
置之死地 捶胸跌脚 捶胸顿脚 捶胸跌足 负诟忍尤
北辕适粤 流离播迁 东流西落 南来北往 通南彻北
马中关五 豕虎传讹 鱼鲁帝虎 鲁鱼陶阴 鲁鱼亥豕
事出有因 不乏先例 十口相传 贵贱无常 三五成群
以疑决疑 衡情酌理 绞尽脑汁 百计千方 千方百计
按图索骥 按图索骏 寻踪觅迹 觅迹寻踪 东搜西罗
愣头愣脑 落拓不羁 油头滑脸 翻手云覆手雨 油头滑脑
为虎傅翼 为虎添翼 放虎遗患 与虎添翼 如虎生翼
若释重负 吐气扬眉 谢天谢地 如释重负 怡然自乐
攀龙附凤 附凤攀龙 有钱有势 夤缘攀附 射利沽名
碌碌无奇 常鳞凡介 凡夫俗子 碌碌无为 等闲视之
孜孜不怠 孜孜不懈 孜孜无怠 埋头苦干 孜孜砽砽
一以当百 人强胜天 逸群之才 骁勇善战 智勇双全
真相毕露 本相毕露 凶相毕露 原形败露 丑态毕露
负重含污 负重吞污 成人不自在，自在不成人 知荣守辱 忍耻偷生
奇想天开 怪诞诡奇 言十妄九 捉影捕风 捉风捕月
鸾飞凤舞 芝兰之室 安心乐业 风光旖旎 门不夜关
布天盖地 成千成万 成千累万 万万千千 连山排海
三三五五 养家活口 拉家带口 娱妻弄子 诗礼之训
拽布拖麻 拽布披麻 拖麻拽布 披麻带索 披麻戴孝
龙骧虎踤 龙蟠虎伏 云屯森立 离离矗矗 龙腾虎啸
一去不复返 废书而叹 一反常态 放马华阳 置之脑后
无端生事 拉拉杂杂 无理取闹 殃及池鱼 没颠没倒
发奋图强 见义勇为 勇往直前 引以为荣 奋勇当先
