百计千方 千方百计 事不有余 隙穴之窥 发奋图强
三年五载 三朝五日 车载船装 成千上万 骈门连室
行眠立盹 劳形苦心 凶喘肤汗 精疲力倦 心慵意懒
千方百计 百计千方 竭尽全力 挖空心思 千方万计
事不宜迟 见机而作 间不容缓 急起直追 汲汲忙忙
一扫而光 一扫而空 扫地无余 一而光 扫地无遗
悬门抉目 烈士徇名 青肝碧血 以身殉国 临危授命
败德辱行 蔑伦悖理 割恩断义 违天悖人 贪利忘义
诡言浮说 没查没利 造言捏词 不根之谈 秕言谬说
蝇飞蚁聚 挨山塞海 压肩叠背 云屯星聚 云屯雨集
忠肝义胆 言必信，行必果 赤诚相待 竭诚尽节 忠贞不渝
通幽洞灵 通幽洞冥 通幽洞微 探赜钩深 通元识微
满腔热枕 满腔热忱 热情洋溢 真情实感 感人肺腑
骄佚奢淫 骄奢淫泆 骄奢淫佚 骄奢放逸 骄侈淫虐
疾雨暴风 风驰雨骤 粗风暴雨 魆风骤雨 急风骤雨
削株掘根 焚巢荡穴 焚巢捣穴 扫穴犁庭 碎骨粉尸
月盈则食 月明星稀 盈则必亏 月满则亏 兔起乌沉
心事重重 忧心悄悄 形迹可疑 焦心热中 不知其详
齐王舍牛 视民如子 下车泣罪 忧国爱民 爱国如家
匍匐之救 急人之难 急人之困 将心比心 扶危救困
万古流芳 万古留芳 芬芳馥郁 流芳百世 流芳后世
猿穴坏山 小不忍则乱大谋 慎小事微 慎小谨微 毫末不札，将寻斧柯
郢匠挥斤 目牛无全 神乎其技 成风尽垩 曲尽奇妙
区闻陬见 束教管闻 庸耳俗目 寡见鲜闻 管窥筐举
怫然作色 忿然作色 怒气冲冲 哭丧着脸 面有难色
扬长而去 足不出户 豕窜狼逋 杜门自守 仓皇出逃
少吃俭用 东撙西节 厉行节约 细水长流 缩衣啬食
智勇兼全 智勇双全 有勇有谋 有胆有识 多谋善断
正大光明 正视绳行 推诚布公 言方行圆 堂皇正大
危言覈论 危言核论 谠言嘉论 正色敢言 直抒己见
百废俱兴 百废俱举 百废咸举 百废具作 百废具兴
殚思极虑 殚精竭虑 搜肠刮肚 千思万想 衡虑困心
弃之敝屣 弃之如敝屐 弃若敝屣 弃如敝屣 视如敝屐
舍生忘死 餐腥啄腐 不务空名 淡泊明志 计功谋利
口轻舌薄 尖言尖语 尖嘴薄舌 色如死灰 面若死灰
杯酒言欢 欢聚一堂 诗朋酒友 樽酒论文 传杯换盏
头昏眼晕 昏头转向 头昏眼花 昏迷不醒 目眩头昏
狡焉思启 倚势凌人 卖国求荣 篡党夺权 里通外国
华不再扬 一去不复返 岁序更新 无冬历夏 岁聿云暮
鸾停鹄峙 鸾鹄停峙 鸾鹄在庭 枝干相持 反哺之私
烂漫天真 烂熳天真 一尘不到 冰肌雪肠 冰魂素魄
一诺无辞 直认不讳 心甘情原 有求必应 诺诺连声
运筹决策 运策决机 运筹建策 运筹画策 运筹演谋
耳闻目睹 目睹耳闻 目见耳闻 目击耳闻 耳闻目见
断蛟刺虎 允文允武 猛虎深山 颠倒乾坤 颠倒干坤
自郐无讥 自郐而下 置之脑后 无从置喙 不值一驳
尸横遍野 流血千里 以泽量尸 血流成河 尸山血海
毛手毛脚 卤莽灭裂 不矜细行 草率将事 顾头不顾尾
沓来踵至 沓来麕至 南去北来 纷至沓来 东来西去
忘情负义 委罪于人 责无旁贷 欺人自欺 自讨苦吃
择地而蹈 束装就道 干干翼翼 有板有眼 出门如宾
瓢泼大雨 滂沱大雨 大雨滂沱 大雨倾盆 倾盆大雨
叩源推委 推本溯源 归根究柢 追根究蒂 追根问底
尺水丈波 一尺水十丈波 夸夸而谈 夸夸其谈 高谈大论
人才辈出 十步香草 十步香车 英雄辈出 后起之秀
低头丧气 嗒然若丧 垂首丧气 黯然伤神 黯然神伤
拾陈蹈故 造言生事 闲言冷语 詹言曲说 舞文巧诋
说三道四 悖言乱辞 自作解人 强作解人 妄口巴舌
礼让为国 安国宁家 治国安邦 历精为治 论道经邦
为裘为箕 克绍箕裘 箕引裘随 良弓无改 凤毛济美
半半路路 时过境迁 察今知古 方滋未艾 方兴未已
倒三颠四 昏昏沉沉 神迷意夺 梦魂颠倒 梦想颠倒
残缺不全 少头缺尾 破烂不堪 破烂流丢 七穿八烂
奸淫掳掠 奸掳烧杀 暴取豪夺 谋财害命 夺人所好
胡思乱想 胡说八道 捉影捕风 捉风捕影 捉风捕月
灵牙利齿 辩口利舌 能说会道 冰雪聪明 能言巧辩
眠霜卧雪 卧雪眠霜 冰雪严寒 枕冷衾寒 冰天雪窖
溜之大吉 花遮柳隐 隐姓埋名 高飞远集 走为上计
陷于缧绁 缧绁之忧 陷身囹圄 枷脰械手 披枷戴锁
急痛攻心 触目崩心 刺心切骨 悲从中来 怀冤抱屈
撒诈捣虚 诳时惑众 矫情饰诈 讹言惑众 东诓西骗
活剥生吞 照猫画虎 照葫芦画瓢 范水模山 描头画角
真相毕露 本相毕露 凶相毕露 情见于色 原形败露
出处殊途 出处殊涂 凿坏以遁 龙蛰蠖屈 迥乎不同
不矜细行 不护细行 失之千里，差若毫厘 失之毫厘，差之千里 失之毫厘，差以千里
讪牙闲嗑 东游西荡 无情无绪 饱食终日 无所用心
缩衣节食 缩衣啬食 缩衣节口 少吃俭用 节衣缩食
创剧痛深 创钜痛仍 创巨痛仍 七损八伤 伤筋动骨
铁狱铜笼 铁窗风味 与世隔绝 陷身囹圄 闭境自守
因陋就寡 碌碌无闻 凡夫俗子 庸庸碌碌 凡胎浊骨
于心无愧 面无惭色 恬不知耻 无所畏忌 无所忌讳
知过能改 知过必改 过而能改 引过自责 匡谬正俗
鸾歌凤吹 声振林木 吹叶嚼蕊 朱弦三叹 声动梁尘
怆然涕下 局天扣地 惨然不乐 额蹙心痛 椎天抢地
和蔼可亲 和蔼近人 闻融敦厚 平易近人 平易近民
改口沓舌 调舌弄唇 使嘴使舌 磕牙料嘴 嗑牙料嘴
铁板铜弦 徜徉恣肆 倒峡泻河 铁板铜琶 壮气凌云
谈天说地 东扯西拉 寻风捉影 七搭八搭 语言无味
失张失志 失张失致 慌慌张张 七上八落 手足无措
长生不死 死而复生 出死入生 留得青山在，不怕没柴烧 苟全性命
谈优务劣 官轻势微 不胜其任 晦盲否塞 伴食中书
亲当矢石 行兵布阵 各自为战 行师动众 躬擐甲胄
深闭固距 闭关绝市 闭境自守 闭关锁国 闭门自守
难如登天 三头两绪 一手托天 令人莫测 迷离扑朔
赤手空拳 白手空拳 手无寸刃 搏手无策 阒无一人
流光易逝 窗间过马 日月如流 骐骥过隙 岁月如流
贩夫皂隶 贩夫皁隶 狐鼠之徒 泥猪疥狗 身微言轻
瑶林琼树 神采英拔 冰雪聪明 臂有四肘 珪璋特达
九牛拉不转 赌咒发誓 咬定牙关 攞袖揎拳 投袂荷戈
钻火得冰 一手托天 煎水作冰 乌头白马生角 乌头白，马生角
忐忑不定 心慌撩乱 小鹿触心头 忑忑忐忐 忐忑不安
食不充肠 余腥残秽 博弈犹贤 啜食吐哺 喝西北风
安邦定国 定国安邦 兴邦立国 立国安邦 立业安邦
狗屁不通 言不逮意 辞不达义 言不达意 半吞半吐
鼻端生火 追风逐影 追风蹑影 载驱载驰 载驰载驱
各司其事 分工合作 各有所职 各为其主 各就各位
贫贱之交 贫贱之知 患难之交 义结金兰 戴笠故交
人尽其才 各尽所能 各为其主 逸群之才 人心齐，泰山移
倾家竭产 倾家破产 弃家荡产 倾家败产 倾家荡产
强自取柱 强自取折 齿弊舌存 逾淮之橘 丛轻折轴
十光五色 花攒锦簇 五色缤纷 霞蔚云蒸 花天锦地
惟肖惟妙 惟妙惟肖 活神活现 绘影绘声 绘声绘影
出言有章 词严义密 言之有序 通情达理 理正词直
不计其数 诸如此类 不知凡几 无奇不有 成千上万
回肠寸断 叩心泣血 痛贯心膂 泣血捶膺 痛心伤臆
相女配夫 东床择对 东床之选 东床坦腹 东床娇婿
肥遯鸣高 遗世忘累 肥遁鸣高 离世遁上 修真养性
百思不解 百思不得其解 百思莫解 绞尽脑汁 一知半解
耸人听闻 一尺水十丈波 尺水丈波 故甚其词 危言竦论
众所周知 众所共知 人所共知 在人耳目 人人皆知
敬老慈少 敬老慈穉 敬老慈幼 惜老怜贫 怜贫惜老
金石之策 盘石之固 铜围铁马 持久之计 银山铁壁
公买公卖 公平交易 公正不阿 正直无邪 天公地道
词严义密 笃而论之 词正理直 郑重其辞 正色厉声
玉液金浆 金波玉液 玉液金波 仙液琼浆 桂酒椒浆
苦中作乐 知难而进 咬紧牙关 不改其乐 万苦千辛
食不充肠 博弈犹贤 秉节持重 食饥息劳 去太去甚
褒贬与夺 褒善贬恶 点头咂嘴 一字褒贬 示贬于褒
删华就素 黜奢崇俭 省吃俭用 熬清守谈 优游岁月
三徙成国 万流景仰 时望所归 深得人心 众口交赞
执迷不醒 执迷不反 魂摇魄乱 不知头脑 执迷不返
人情世故 敬终慎始 随方就圆 世态人情 拿云握雾
愁肠殢酒 愁长殢酒 借酒浇愁 积忧成疾 酒病花愁
夤缘攀附 附炎趋热 贤身贵体 逐名趋势 餐腥啄腐
邂逅相遇 云交雨合 一面之缘 不期而遇 邂逅相逢
桀骜不逊 严气正性 骁勇善战 铁肠石心 怕硬欺软
朝不及夕 千钧一发 迫在眉睫 危急存亡 迫于眉睫
强文浉醋 强文假醋 乘伪行诈 五虚六耗 鱼目混珍
着书立说 著书立说 成名成家 名山事业 一家之言
面若死灰 面如土色 低头耷脑 惊愕失色 色若死灰
吃喝玩乐 玩时愒日 燕安醙毒 玩时贪日 玩日愒时
半吞半吐 半吐半露 笨嘴笨舌 钝口拙腮 勤学苦练
打人骂狗 瞒神弄鬼 倚势凌人 挑拨离间 数黑论黄
乌有先生 言之有物 名从主人 指名道姓 按名责实
高官尊爵 大请大受 计功受爵 高位重禄 富贵显荣
旗鼓相当 权均力齐 势钧力敌 智均力敌 权均力敌
拙贝罗香 兰芷之室 波罗奢花 捻土焚香 吹气胜兰
打小算盘 铢铢较量 慎小谨微 斤斤较量 分星拨两
实逼处此 计穷势蹙 情非得已 逼不得已 迫不得已
倒置干戈 偃武息戈 按甲休兵 按甲寝兵 振兵释旅
口耳相传 口口相传 耳听心受 口讲指画 知无不言，言无不尽
爱如己出 扇枕温席 知疼着痒 温枕扇席 扇枕温被
贫困潦倒 挨冻受饿 家道中落 身无分文 步雪履穿
不识庐山真面目 昏昏噩噩 沉迷不悟 不知丁董 浑然无知
欺大压小 打凤牢龙 瞒天过海 造谋布穽 运智铺谋
傻头傻脑 騣童钝夫 昏头搭脑 畏影恶迹 有头无脑
可心如意 情投谊合 情投意忺 称心满意 至善至美
胸怀大志 豪情壮志 志在四方 志美行厉 雄心壮志
登坛拜将 主情造意 登台拜将 秉钧持轴 沿才受职
响和景从 响答影随 雄唱雌和 山崩钟应 同类相从
诗礼之训 父严子孝 有其父必有其子 过庭之训 诗庭之训
惊世骇俗 惊世骇目 一座皆惊 惊世震俗 人之常情
俭故能广 克勤克俭 克俭克勤 发财致富 俭以养德
舞文玩法 通同作弊 析律舞文 深文周内 深文曲折
反复推敲 深思熟虑 想方设法 巴前算后 熟思审处
乐极生悲 乐极悲生 乐极则悲 乐极生哀 乐极悲来
神魂摇荡 神魂荡飏 神魂飘荡 神迷意夺 梦想颠倒
救难解危 扶危救困 救困扶危 持危扶颠 振穷恤寡
潜形匿迹 藏头亢脑 心怀鬼胎 怀着鬼胎 话里藏阄
心服首肯 一诺无辞 可心如意 心甘情原 未为不可
干干翼翼 谨本详始 甄心动惧 慎始敬终 敬终慎始
三人成虎 三言讹虎 三夫成市虎 三人为众 三怨成府
萎糜不振 没精打彩 心低意沮 萎靡不振 没精塌彩
秘而不露 秘而不宣 不哼不哈 秘而不言 不言不语
心孤意怯 灰心短气 二心两意 小手小脚 缩头缩脑
莼鲈之思 怀土之情 临风对月 北风之恋 故宫禾黍
炫奇争胜 评功摆好 逐新趣异 历精更始 朝华夕秀
富家巨室 富家大室 富室大家 家累千金 名门世族
偃革尚文 揆文奋武 偃武崇文 偃武行文 偃武觌文
侈人观听 口耳并重 豁人耳目 大开眼界 教学相长
风雨共舟 一心同功 深情厚意 深情厚谊 分甘共苦
闭口不言 缄口无言 杜口无言 钳口吞舌 默默无言
东奔西跑 东奔西走 东跑西颠 东投西窜 东驰西骋
相得益章 相因相生 相生相成 相克相济 相辅而行
仓皇失措 七上八下 七慌八乱 急张拘诸 失惊打怪
灼见真知 官止神行 神领意得 真知卓见 真知灼见
省烦从简 从俗就简 以简驭繁 干脆利落 简要不烦
借景生情 感慨激昂 神飞气扬 欢忻鼓舞 鼓舞人心
瞠目而视 直眉睖眼 怒目横眉 横眉怒目 弯腰捧腹
宿水餐风 餐风饮露 餐风咽露 餐风宿露 餐风宿雨
超群越辈 超群拔类 轶群绝类 决命争首 超群轶类
捻神捻鬼 亡魂丧魄 毛骨竦然 毛骨耸然 三魂出窍
德才兼备 材德兼备 志洁行芳 忍苦耐劳 使贤任能
安贫守道 袁安高卧 艰苦奋斗 百折不移 守正不回
桀骜不驯 桀骜不恭 桀傲不驯 桀傲不恭 桀敖不驯
鸾俦凤侣 凤友鸾谐 鸳俦凤侣 鸾交凤俦 琴瑟之好
一差二错 一差两讹 一差二误 忙中有失 阴错阳差
一个半个 屈指可数 量才器使 一分一毫 铢两分寸
餐风啮雪 餐风茹雪 餐风宿草 餐风宿雨 餐风咽露
逸闻轶事 逸闻琐事 逸闻趣事 轶事遗闻 轶闻遗事
良辰媚景 良时美景 悦目赏心 好天良夜 良辰美景
东踅西倒 步履维艰 寸步难移 寸步难行 东摇西摆
出谋献策 前挽后推 相辅而行 与人方便，自己方便 土扶成墙
再三再四 返来复去 重三叠四 重三迭四 两次三番
赫赫巍巍 卓尔不群 岳岳荦荦 极天际地 艰苦卓绝
腾腾兀兀 倒三颠四 昏迷不醒 魂颠梦倒 梦魂颠倒
平心定气 不紧不慢 夷然自若 神閒气定 神闲气定
激薄停浇 振奋人心 鼓舞人心 移风振俗 矫世厉俗
龙翰凤雏 龙翰凤翼 东南竹箭 脱颖囊锥 家骥人璧
独到之处 领异标新 奇才异能 别具只眼 别出新裁
龙神马壮 凤雏麟子 神龙马壮 拏风跃云 芝兰玉树
风行水上 不拘形迹 无拘无碍 遨翔自得 逍遥物外
尤物移人 有女怀春 满腔热枕 一见倾心 爱博而情不专
胡说八道 流言混话 多嘴献浅 胡说白道 凿空之论
寤寐求之 急于求成 云霓之望 如饥如渴 心向往之
以貌取人 人不可貌相 鉴影度形 观过知仁 鉴毛辨色
瞒天过海 矫情饰诈 瞒神弄鬼 打马虎眼 欺世盗名
格格不吐 顿口无言 哑子做梦 称雨道晴 有嘴没舌
河倾月落 灯火辉煌 连明达夜 连明彻夜 连宵彻曙
求忠出孝 蹈仁履义 移孝为忠 孝子贤孙 狗吠非主
乞穷俭相 冰天雪窖 光彩耀目 伸手不见五指 黑灯下火
聪明智慧 才识过人 超世之才 逸群之才 才高识远
庸中佼佼 庸中皦皦 佣中佼佼 楚楚不凡 铮铮佼佼
仁柔寡断 柔心弱骨 柔懦寡断 柔茹寡断 优游不断
先人后己 左思右想 巴前算后 将心比心 以意逆志
久历风尘 饱经忧患 千辛万苦 万苦千辛 风霜雨雪
民生国计 国计民生 国富民丰 国富民强 富国裕民
确乎不拔 坚强不屈 不挠不屈 确固不拔 吾膝如铁
金城千里 铜打铁铸 盘石之安 磐石之安 十成九稳
一举两得 有一利必有一弊 一搭两用 教学相长 名利双收
诱掖奖劝 邀功求赏 将机就机 随才器使 逢机遘会
祸生肘腋 变生肘腋 事生肘腋 肘胁之患 肘腋之患
嘴直心快 心直口快 正言不讳 开口见心 口直心快
爱不忍释 色色俱全 爱不释手 乐而不厌 事在必行
平心静气 平心易气 秉节持重 心平气定 恬淡无欲
相视而笑 载笑载言 情投意忺 情投谊合 和睦相处
瞻情顾意 深情厚谊 深情厚意 沾亲带友 惺惺相惜
假力于人 借篷使风 所作所为 据为己有 因人成事
以守为攻 以攻为守 打击报复 将计就计 虚晃一枪
成团打块 蜂屯蚁聚 凫居雁聚 成群结队 雾集云合
惠然之顾 以礼相待 醉酒饱德 来迎去送 惠然肯来
娇皮嫩肉 娟好静秀 善眉善眼 满脸春色 韶颜稚齿
去粗取精 涤故更新 寻瘢索绽 吹毛索疵 吹毛索瘢
乐昌分镜 东南雀飞 镜分鸾凤 分鞋破镜 连理分枝
远不间亲 疏不间亲 视同陌路 视如陌路 老死不相往来
东南雀飞 乐昌分镜 连理分枝 分鞋破镜 镜分鸾凤
纸落云烟 鹄峙鸾翔 凤舞龙飞 鸾翱凤翥 徜徉恣肆
漫天过海 漫无止境 靡所底止 无始无终 相忘形骸
骇目惊心 惊心眩目 荡魂摄魄 魂惊魄惕 骇人视听
无千无万 骈门连室 千千万万 成千成万 成千累万
閒今铸古 博学洽闻 博学多闻 通古达变 钜学鸿生
冯生弹铗 冯髈弹铗 将伯之呼 囊里盛锥 搦朽磨钝
喷云泄雾 重山峻岭 重峦迭嶂 重峦叠嶂 依山傍水
无师自通 一知半解 教无常师 桃李之教 不可教训
倒峡泻河 海立云垂 壮发冲冠 徜徉恣肆 壮气吞牛
逍遥自得 逍遥自在 无拘无碍 逍遥物外 恬淡无为
励志竭精 竭力虔心 孜孜不怠 孜孜不懈 孜孜无怠
燕侣莺俦 二童一马 忘年之交 积素累旧 义气相投
小国寡民 门单户薄 民困国贫 地瘠民贫 民穷财尽
进贤黜佞 黜邪崇正 进善退恶 进贤黜恶 进贤黜奸
旧地重游 衣锦还乡 衣锦过乡 衣锦荣归 白日绣衣
道德文章 识字知书 有风有化 通文达礼 通文达理
承先启后 觉人觉世 开来继往 百世之利 前人栽树，后人乘凉
两头和番 天翻地覆 地覆天翻 三翻四覆 颠来倒去
灌夫骂坐 借酒浇愁 诗朋酒友 腹非心谤 哭丧着脸
惊惶无措 张慌失措 惊慌无措 惊皇失措 不知所可
吹竹弹丝 调丝品竹 弄竹弹丝 击石弹丝 品竹调丝
忧形于色 瞪目哆口 瞪目结舌 搓手顿足 屏气慑息
风雨晦暝 骤雨狂风 骤雨暴风 骤风暴雨 飘风暴雨
急不可耐 急不可待 迫在眉睫 刻不待时 机不容发
斋心涤虑 点胸洗眼 调神畅情 偷闲躲静 消愁解闷
贞高绝俗 艰苦卓绝 英风亮节 道高德重 超世之才
名山事业 鸿篇钜制 着书立说 即兴之作 遣辞措意
巴巴结结 结结巴巴 巴巴急急 钝口拙腮 刻苦耐劳
弄假成真 原来如此 信而有证 不幸而言中 去伪存真
不轨之徒 蔑伦悖理 逆道乱常 败德辱行 坏法乱纪
乐而忘死 磊瑰不羁 磊落不羁 明月入怀 磊浪不羁
轻繇薄赋 词清讼简 善罢甘休 损上益下 来好息师
没精打彩 黯然伤神 萎糜不振 心长绠短 心低意沮
盈篇累牍 联篇累牍 瘠义肥辞 连篇絫牍 连篇累帧
羞面见人 忸怩不安 望而生畏 引以为耻 敢怨而不敢言
修辞立诚 抽秘骋妍 字顺文从 遣辞措意 意前笔后
半半路路 稳步前进 登高自卑 事出有因 势在必行
计功行赏 照功行赏 班功行赏 论功封赏 论功行赏
厉精图治 励精图治 历精图治 历精为治 治国安民
转嗔为喜 回嗔作喜 忿然作色 转悲为喜 转忧为喜
显祖扬名 显祖扬宗 显亲扬名 扬名显亲 显姓扬名
步履维艰 东踅西倒 老迈龙钟 寸步难行 寸步难移
望表知里 原始反终 穷源朔流 穷原竟委 积本求原
恩若再生 再造之恩 义重恩深 恩深义重 恩同再造
吃喝玩乐 优游岁月 优哉游哉 乐在其中 超然自得
搜肠刮肚 衡虑困心 百计千心 三智五猜 挖空心思
奄奄一息 淹淹一息 气息奄奄 一息奄奄 屠所牛羊
毫发丝粟 土壤细流 分寸之末 一丝半粟 寸丝半粟
有目共见 鹤处鸡群 鹤行鸡群 头面人物 明明赫赫
丰姿冶丽 臂有四肘 岳岳荦荦 赫赫巍巍 神采英拔
鹤知夜半 独鹤鸡群 风声鹤唳 卓立鸡群 鹤立鸡群
出幽迁乔 迁乔出谷 进禄加官 鱼升龙门 鱼跃龙门
铁板铜弦 徜徉恣肆 倒峡泻河 铁板铜琶 龙飞虎跳
唇不离腮 团头聚面 打得火热 痛痒相关 表里相依
异路同归 异涂同归 殊途同归 异途同归 鲁卫之政
见利思义 蹈仁履义 临财不苟 轻财重义 贪利忘义
偃革尚文 偃兵修文 偃武行文 偃武觌文 偃武兴文
省身克己 以意逆志 量己审分 沉思熟虑 以心问心
赤诚相待 精诚团结 守正不桡 直谅多闻 赤心相待
忿然作色 面红颈赤 面红面绿 面红耳热 耳红面赤
能说会道 言语妙天下 曲尽奇妙 语妙天下 滚瓜流水
书香世家 书香门户 书香人家 书香门第 世代书香
巢居穴处 眠云卧石 穴居野处 饮食起居 靠天吃饭
含瑕积垢 含垢忍耻 忍耻含垢 忍耻含羞 含垢忍污
乞穷俭相 身无分文 步雪履穿 冷窗冻壁 囊匣如洗
急人之困 急人之难 将心比心 假力于人 求亲靠友
重岩叠嶂 千岩万壑 重峦复嶂 重峦叠巘 横峰侧岭
变动不居 原封未动 一成不易 不易之典 连绵不绝
百啭千声 群雌粥粥 清歌曼舞 沙鸥翔集 凤吟鸾吹
识微见远 识微知著 识微见几 鉴机识变 视微知著
明赏不费 朴素无华 爱日惜力 慎小事微 慎小谨微
关门闭户 满目凄凉 风雨萧条 杜门自守 惨然不乐
损人利己 损己利人 损人益己 损人肥己 利己损人
鞋弓襪小 鞋弓袜小 鞋弓襪浅 鞋弓袜浅 遗簪坠舄
气势汹汹 杀气腾腾 虎狼之势 风激电飞 势焰熏天
风驰雨骤 电掣风驰 疾风迅雷 雷厉风飞 蜚瓦拔木
道长论短 道长争短 话长说短 衡短论长 说短论长
藏巧于拙 咬人狗儿不露齿 不露锋铓 韬光养晦 囊锥露颖
凤引九雏 国泰民安 民安国泰 凿饮耕食 国富民安
面如凝脂 肤如凝脂 丰神异彩 面如满月 玉骨冰肌
槁形灰心 软弱无力 萎靡不振 没精打彩 有气无力
骨寒毛竖 胆战心慌 胆战心摇 惊魂动魄 惊魂丧魄
一笔勾消 一笔勾断 一笔勾销 一风吹 一笔抹煞
恩同山岳 恩重如山 高山峻岭 丛山峻岭 恩重泰山
止戈散马 休牛归马 休牛散马 放牛归马 归马放牛
宽以待人 闻融敦厚 宽大为怀 宽仁大度 和蔼近人
残篇断简 河东三箧 蠹简遗编 方寸已乱 弃之可惜
苟延残息 苟延残喘 苟全性命 临难苟免 忍垢偷生
杯酒言欢 旧雨新知 欢聚一堂 一面之缘 春宵一刻
蠹居棋处 狼奔鼠偷 不正之风 丑声远播 自由泛滥
摇席破座 摇席破坐 当面错过 变躬迁席 杯茗之敬
沉重寡言 沉厚寡言 敦默寡言 沉重少言 朴讷诚笃
连州跨郡 四方八面 四山五岳 云布雨施 地北天南
丧胆亡魂 毛骨耸然 胆丧魂惊 胆丧魂消 气消胆夺
九流十家 诸子百家 九流宾客 九流百家 三教九流
冲冠发怒 冲冠怒发 气涌如山 怒火冲天 切齿痛恨
飞沙走石 走石飞沙 飞砂走石 飞砂扬砾 飞沙扬砾
不近道理 傲慢少礼 傲慢无礼 出口伤人 鄙夷不屑
横拖倒拽 生拖死拽 横拖竖拉 暴取豪夺 掤扒吊拷
遗芳余烈 遗芬余荣 颂德歌功 讽德诵功 遗恩余烈
珪璋特达 材雄德茂 龙翰凤翼 龙翰凤雏 出人头地
见利思义 见财起意 积德累善 贪利忘义 道存目击
东飘西泊 东扬西荡 东飘西荡 东西南北 东飘西徙
江翻海沸 浩浩汤汤 浩浩荡荡 一片汪洋 大气磅礴
亭台楼阁 楼台亭阁 雕阑玉砌 玉砌雕阑 朱阁青楼
无敌天下 不攻自破 力屈计穷 百辞莫辩 全智全能
渴而掘井 临渴掘井 迫不得已 万不得已 情非得已
蜂拥而上 一呼百应 交颈并头 扇风点火 云屯雨集
察言观行 鉴影度形 观过知仁 量力度德 知人之明
虚己受人 和而不唱 敬终慎始 不容置喙 直抒己见
不顾大局 无关大局 舍生忘死 满不在意 无所容心
别财异居 别居异财 别籍异财 别籍异居 鸱张门户
食日万钱 开门七件事 吃穿用度 日食万钱 所费不赀
心不在焉 遗形藏志 神情不属 逍遥自在 逍遥自得
孔情周思 孔思周情 周情孔思 孔孟之道 子曰诗云
并行不悖 言行相诡 负类反伦 逆天违理 诡雅异俗
倚势凌人 狗仗官势 挟势弄权 左建外易 欺大压小
表里受敌 遵养晦时 以守为攻 以攻为守 孤军深入
以杀止杀 以杀去杀 狂嫖滥赌 在色之戒 追欢卖笑
卓绝千古 旷古绝伦 超类绝伦 超俗绝世 超世绝俗
无所不及 无远弗届 无所用之 无远不届 无如之何
恶言詈辞 恶语中伤 恶语伤人 一语中人 血口喷人
言不顾行 言行不符 言不逮意 枉费唇舌 言不达意
低声下气 口轻舌薄 尖嘴薄舌 令人喷饭 蛇口蜂针
食亲财黑 视财如命 爱钱如命 吃着碗里瞧着锅里 眼馋肚饱
泪如泉滴 怆然涕下 泪流满面 啼啼哭哭 哭哭啼啼
抚景伤情 触目伤怀 触目伤心 触目崩心 触景伤怀
深情厚意 深情厚谊 情投意忺 情投谊合 鲍子知我
出谋献策 情急智生 救难解危 人极计生 穷极思变
三衅三浴 三浴三衅 焚香顶礼 令人起敬 捻土为香
颠倒黑白 指皂为白 指皁为白 黑白混淆 翻黄倒皂
强兵富国 富国强兵 富国彊兵 国富兵强 国富民安
打家截道 犬吠之警 明抢暗偷 谋财害命 图财害命
阐幽明微 千锤打锣，一锤定音 张口掉舌 大发议论 强加于人
东横西倒 杂七杂八 乱七八糟 污七八糟 乌七八糟
顿足捩耳 入地无门 上天无路，入地无门 道尽途殚 道尽涂穷
析律舞文 深文周内 深文曲折 舞文巧诋 舞弄文墨
喟然长叹 沉吟不语 暗气暗恼 默默无言 直口无言
沟满壕平 镜圆璧合 撑肠拄肚 神完气足 黄金世界
孔思周情 周情孔思 孔情周思 一致百虑 孔孟之道
昏头转向 倾摇懈弛 茫无端绪 心慌撩乱 头昏眼晕
搔头抓耳 搔头摸耳 抓耳挠腮 挠腮撧耳 磕头如捣
清歌曼舞 声动梁尘 凤吟鸾吹 感人肺腑 妙舞清歌
铁郭金城 石城汤池 重金袭汤 金城石室 金城千里
画地刻木 铁窗风味 陷身囹圄 对薄公堂 五月飞霜
三蛇七鼠 成千上万 车载船装 骈门连室 总总林林
成名成家 游光扬声 大张声势 腾声飞实 大开眼界
格于成例 无所施其技 无如之何 陈规陋习 难以为继
一榻横陈 横躺竖卧 横倒竖卧 尸横遍野 死亡枕藉
束装就道 整装待发 早出晚归 闯南走北 全力以赴
徙善远罪 迁善远罪 迁善黜恶 扶正黜邪 弃恶从善
千钧一发 山河表里 朝不及夕 重于泰山 崤函之固
深仇重怨 切骨之仇 饮恨而终 刻骨崩心 怀冤抱屈
北辕适粤 通南彻北 南来北往 北辕适楚 东流西落
马中关五 鲁鱼亥豕 鱼鲁帝虎 豕虎传讹 鲁鱼陶阴
三五成群 交颈并头 成群结伙 云屯星聚 云屯雨集
沉思熟虑 苦思冥想 三智五猜 绞尽脑汁 以己之心，度人之心
按图索骥 按图索骏 骑马找马 远求骐骥 东搜西罗
落拓不羁 油头滑脸 愣头愣脑 行奸卖俏 覆雨翻云
为虎傅翼 与虎添翼 为虎添翼 放虎遗患 如虎添翼
若释重负 吐气扬眉 满脸春风 谢天谢地 如释重负
攀龙附凤 附凤攀龙 有钱有势 卖国求荣 夤缘攀附
常鳞凡介 碌碌无奇 等闲之辈 凡胎浊骨 泛泛之人
孜孜砽砽 孜孜无倦 好学不倦 孜孜不怠 孜孜不懈
一以当百 有勇知方 万夫不当之勇 骁勇善战 临危致命
